Date,Product,Sales,Inventory,Price
2026-05-13,Beta Charger,154,522,24.0
2026-05-14,Beta Charger,142,380,24.0
2026-05-15,Beta Charger,180,200,24.0
2026-05-16,Beta Charger,99,101,24.0
2026-05-17,Beta Charger,91,10,24.0
2026-05-18,Beta Charger,149,812,24.0
2026-05-19,Beta Charger,162,650,24.0
2026-05-20,Beta Charger,132,518,24.0
2026-05-21,Beta Charger,133,385,24.0
2026-05-22,Beta Charger,177,208,24.0
2026-05-23,Beta Charger,90,118,24.0
2026-05-24,Beta Charger,90,28,24.0
2026-05-25,Beta Charger,148,811,24.0
2026-05-26,Beta Charger,153,658,24.0
2026-05-27,Beta Charger,143,515,24.0
2026-05-28,Beta Charger,150,365,24.0
2026-05-29,Beta Charger,162,203,24.0
2026-05-30,Beta Charger,99,104,24.0
2026-05-31,Beta Charger,83,21,24.0
2026-06-01,Beta Charger,140,811,24.0
2026-06-02,Beta Charger,138,673,24.0
2026-06-03,Beta Charger,135,538,24.0
2026-06-04,Beta Charger,129,409,24.0
2026-06-05,Beta Charger,170,239,24.0
2026-06-06,Beta Charger,100,139,24.0
2026-06-07,Beta Charger,81,58,24.0
2026-06-08,Beta Charger,138,810,24.0
2026-06-09,Beta Charger,151,659,24.0
2026-06-10,Beta Charger,154,505,24.0
2026-06-11,Beta Charger,158,347,24.0
2026-06-12,Beta Charger,170,177,24.0
2026-06-13,Beta Charger,89,88,24.0
2026-06-14,Beta Charger,79,9,24.0
2026-06-15,Beta Charger,137,809,24.0
2026-06-16,Beta Charger,141,668,24.0
2026-06-17,Beta Charger,134,534,24.0
2026-06-18,Beta Charger,125,409,24.0
2026-06-19,Beta Charger,170,239,24.0
2026-06-20,Beta Charger,89,150,24.0
2026-06-21,Beta Charger,98,52,24.0
2026-06-22,Beta Charger,150,808,24.0
2026-06-23,Beta Charger,158,650,24.0
2026-06-24,Beta Charger,132,518,24.0
2026-06-25,Beta Charger,154,364,24.0
2026-06-26,Beta Charger,168,196,24.0
2026-06-27,Beta Charger,103,93,24.0
2026-06-28,Beta Charger,89,4,24.0
2026-06-29,Beta Charger,147,807,24.0
2026-06-30,Beta Charger,149,658,24.0
2026-07-01,Beta Charger,134,524,24.0
2026-07-02,Beta Charger,126,398,24.0
2026-07-03,Beta Charger,186,212,24.0
2026-07-04,Beta Charger,94,118,24.0
2026-07-05,Beta Charger,94,24,24.0
2026-07-06,Beta Charger,144,807,24.0
2026-07-07,Beta Charger,135,672,24.0
2026-07-08,Beta Charger,150,522,24.0
2026-07-09,Beta Charger,126,396,24.0
2026-07-10,Beta Charger,154,242,24.0
2026-07-11,Beta Charger,95,147,24.0
2026-07-12,Beta Charger,83,64,24.0
2026-07-13,Beta Charger,165,806,24.0
2026-07-14,Beta Charger,137,669,24.0
2026-07-15,Beta Charger,154,515,24.0
2026-07-16,Beta Charger,145,370,24.0
2026-07-17,Beta Charger,179,191,24.0
2026-07-18,Beta Charger,88,103,24.0
2026-07-19,Beta Charger,88,15,24.0
2026-07-20,Beta Charger,146,805,24.0
2026-07-21,Beta Charger,148,657,24.0
2026-07-22,Beta Charger,157,500,24.0
2026-07-23,Beta Charger,157,343,24.0
2026-07-24,Beta Charger,160,183,24.0
2026-07-25,Beta Charger,97,86,24.0
2026-07-26,Beta Charger,89,0,24.0
2026-07-27,Beta Charger,156,804,24.0
2026-07-28,Beta Charger,166,638,24.0
2026-07-29,Beta Charger,135,503,24.0
2026-07-30,Beta Charger,131,372,24.0
2026-07-31,Beta Charger,174,198,24.0
2026-08-01,Beta Charger,86,112,24.0
2026-08-02,Beta Charger,80,32,24.0
2026-08-03,Beta Charger,132,803,24.0
2026-08-04,Beta Charger,132,671,24.0
2026-08-05,Beta Charger,143,528,24.0
2026-08-06,Beta Charger,144,384,24.0
2026-08-07,Beta Charger,159,225,24.0
2026-08-08,Beta Charger,88,137,24.0
2026-08-09,Beta Charger,91,46,24.0
2026-08-10,Beta Charger,154,802,24.0
2026-08-11,Beta Charger,148,654,24.0
2026-08-12,Beta Charger,151,503,24.0
2026-08-13,Beta Charger,155,348,24.0
2026-08-14,Beta Charger,179,169,24.0
2026-08-15,Beta Charger,96,73,24.0
2026-08-16,Beta Charger,90,0,24.0
2026-08-17,Beta Charger,162,802,24.0
2026-08-18,Beta Charger,147,655,24.0
2026-08-19,Beta Charger,146,509,24.0
2026-08-20,Beta Charger,145,364,24.0
2026-08-21,Beta Charger,183,181,24.0
2026-08-22,Beta Charger,101,80,24.0
2026-08-23,Beta Charger,78,2,24.0
2026-08-24,Beta Charger,135,801,24.0
2026-08-25,Beta Charger,143,658,24.0
2026-08-26,Beta Charger,153,505,24.0
2026-08-27,Beta Charger,142,363,24.0
2026-08-28,Beta Charger,158,205,24.0
2026-08-29,Beta Charger,85,120,24.0
2026-08-30,Beta Charger,91,29,24.0
2026-08-31,Beta Charger,154,800,24.0
2026-09-01,Beta Charger,165,635,24.0
2026-09-02,Beta Charger,144,491,24.0
2026-09-03,Beta Charger,140,351,24.0
2026-09-04,Beta Charger,150,201,24.0
2026-09-05,Beta Charger,83,118,24.0
2026-09-06,Beta Charger,85,33,24.0
2026-09-07,Beta Charger,140,799,24.0
2026-09-08,Beta Charger,140,659,24.0
2026-09-09,Beta Charger,130,529,24.0
2026-09-10,Beta Charger,155,374,24.0
2026-09-11,Beta Charger,180,194,24.0
2026-09-12,Beta Charger,95,99,24.0
2026-09-13,Beta Charger,96,3,24.0
2026-09-14,Beta Charger,164,798,24.0
2026-09-15,Beta Charger,155,643,24.0
2026-09-16,Beta Charger,136,507,24.0
2025-09-18,Gamma Cable,51,209,12.5
2025-09-19,Gamma Cable,55,154,12.5
2025-09-20,Gamma Cable,44,110,12.5
2025-09-21,Gamma Cable,43,67,12.5
2025-09-22,Gamma Cable,64,333,12.5
2025-09-23,Gamma Cable,55,278,12.5
2025-09-24,Gamma Cable,62,216,12.5
2025-09-25,Gamma Cable,60,156,12.5
2025-09-26,Gamma Cable,52,104,12.5
2025-09-27,Gamma Cable,40,64,12.5
2025-09-28,Gamma Cable,40,24,12.5
2025-09-29,Gamma Cable,55,330,12.5
2025-09-30,Gamma Cable,62,268,12.5
2025-10-01,Gamma Cable,66,202,12.5
2025-10-02,Gamma Cable,55,147,12.5
2025-10-03,Gamma Cable,55,92,12.5
2025-10-04,Gamma Cable,42,50,12.5
2025-10-05,Gamma Cable,46,4,12.5
2025-10-06,Gamma Cable,62,330,12.5
2025-10-07,Gamma Cable,60,270,12.5
2025-10-08,Gamma Cable,60,210,12.5
2025-10-09,Gamma Cable,55,155,12.5
2025-10-10,Gamma Cable,50,105,12.5
2025-10-11,Gamma Cable,49,56,12.5
2025-10-12,Gamma Cable,40,16,12.5
2025-10-13,Gamma Cable,58,330,12.5
2025-10-14,Gamma Cable,66,264,12.5
2025-10-15,Gamma Cable,63,201,12.5
2025-10-16,Gamma Cable,58,143,12.5
2025-10-17,Gamma Cable,51,92,12.5
2025-10-18,Gamma Cable,41,51,12.5
2025-10-19,Gamma Cable,40,11,12.5
2025-10-20,Gamma Cable,61,330,12.5
2025-10-21,Gamma Cable,61,269,12.5
2025-10-22,Gamma Cable,64,205,12.5
2025-10-23,Gamma Cable,54,151,12.5
2025-10-24,Gamma Cable,53,98,12.5
2025-10-25,Gamma Cable,49,49,12.5
2025-10-26,Gamma Cable,41,8,12.5
2025-10-27,Gamma Cable,60,330,12.5
2025-10-28,Gamma Cable,54,276,12.5
2025-10-29,Gamma Cable,67,209,12.5
2025-10-30,Gamma Cable,59,150,12.5
2025-10-31,Gamma Cable,49,101,12.5
2025-11-01,Gamma Cable,40,61,12.5
2025-11-02,Gamma Cable,42,19,12.5
2025-11-03,Gamma Cable,58,330,12.5
2025-11-04,Gamma Cable,54,276,12.5
2025-11-05,Gamma Cable,68,208,12.5
2025-11-06,Gamma Cable,63,145,12.5
2025-11-07,Gamma Cable,52,93,12.5
2025-11-08,Gamma Cable,40,53,12.5
2025-11-09,Gamma Cable,45,8,12.5
2025-11-10,Gamma Cable,58,330,12.5
2025-11-11,Gamma Cable,62,268,12.5
2025-11-12,Gamma Cable,61,207,12.5
2025-11-13,Gamma Cable,55,152,12.5
2025-11-14,Gamma Cable,56,96,12.5
2025-11-15,Gamma Cable,49,47,12.5
2025-11-16,Gamma Cable,39,8,12.5
2025-11-17,Gamma Cable,58,330,12.5
2025-11-18,Gamma Cable,58,272,12.5
2025-11-19,Gamma Cable,67,205,12.5
2025-11-20,Gamma Cable,58,147,12.5
2025-11-21,Gamma Cable,57,90,12.5
2025-11-22,Gamma Cable,48,42,12.5
2025-11-23,Gamma Cable,39,3,12.5
2025-11-24,Gamma Cable,62,330,12.5
2025-11-25,Gamma Cable,58,272,12.5
2025-11-26,Gamma Cable,67,205,12.5
2025-11-27,Gamma Cable,58,147,12.5
2025-11-28,Gamma Cable,56,91,12.5
2025-11-29,Gamma Cable,42,49,12.5
2025-11-30,Gamma Cable,39,10,12.5
2025-12-01,Gamma Cable,59,330,12.5
2025-12-02,Gamma Cable,67,263,12.5
2025-12-03,Gamma Cable,60,203,12.5
2025-12-04,Gamma Cable,53,150,12.5
2025-12-05,Gamma Cable,53,97,12.5
2025-12-06,Gamma Cable,42,55,12.5
2025-12-07,Gamma Cable,42,13,12.5
2025-12-08,Gamma Cable,58,330,12.5
2025-12-09,Gamma Cable,59,271,12.5
2025-12-10,Gamma Cable,58,213,12.5
2025-12-11,Gamma Cable,53,160,12.5
2025-12-12,Gamma Cable,55,105,12.5
2025-12-13,Gamma Cable,45,60,12.5
2025-12-14,Gamma Cable,39,21,12.5
2025-12-15,Gamma Cable,62,330,12.5
2025-12-16,Gamma Cable,53,277,12.5
2025-12-17,Gamma Cable,64,213,12.5
2025-12-18,Gamma Cable,61,152,12.5
2025-12-19,Gamma Cable,56,96,12.5
2025-12-20,Gamma Cable,43,53,12.5
2025-12-21,Gamma Cable,43,10,12.5
2025-12-22,Gamma Cable,62,330,12.5
2025-12-23,Gamma Cable,66,264,12.5
2025-12-24,Gamma Cable,60,204,12.5
2025-12-25,Gamma Cable,51,153,12.5
2025-12-26,Gamma Cable,52,101,12.5
2025-12-27,Gamma Cable,45,56,12.5
2025-12-28,Gamma Cable,45,11,12.5
2025-12-29,Gamma Cable,63,330,12.5
2025-12-30,Gamma Cable,59,271,12.5
2025-12-31,Gamma Cable,61,210,12.5
2026-01-01,Gamma Cable,57,153,12.5
2026-01-02,Gamma Cable,55,98,12.5
2026-01-03,Gamma Cable,43,55,12.5
2026-01-04,Gamma Cable,43,12,12.5
2026-01-05,Gamma Cable,53,330,12.5
2026-01-06,Gamma Cable,59,271,12.5
2026-01-07,Gamma Cable,67,204,12.5
2026-01-08,Gamma Cable,56,148,12.5
2026-01-09,Gamma Cable,55,93,12.5
2026-01-10,Gamma Cable,46,47,12.5
2026-01-11,Gamma Cable,45,2,12.5
2026-01-12,Gamma Cable,63,330,12.5
2026-01-13,Gamma Cable,65,265,12.5
2026-01-14,Gamma Cable,59,206,12.5
2026-01-15,Gamma Cable,55,151,12.5
2026-01-16,Gamma Cable,55,96,12.5
2026-01-17,Gamma Cable,47,49,12.5
2026-01-18,Gamma Cable,45,4,12.5
2026-01-19,Gamma Cable,51,330,12.5
2026-01-20,Gamma Cable,53,277,12.5
2026-01-21,Gamma Cable,62,215,12.5
2026-01-22,Gamma Cable,64,151,12.5
2026-01-23,Gamma Cable,58,93,12.5
2026-01-24,Gamma Cable,47,46,12.5
2026-01-25,Gamma Cable,41,5,12.5
2026-01-26,Gamma Cable,52,330,12.5
2026-01-27,Gamma Cable,61,269,12.5
2026-01-28,Gamma Cable,66,203,12.5
2026-01-29,Gamma Cable,57,146,12.5
2026-01-30,Gamma Cable,55,91,12.5
2026-01-31,Gamma Cable,48,43,12.5
2026-02-01,Gamma Cable,37,6,12.5
2026-02-02,Gamma Cable,62,330,12.5
2026-02-03,Gamma Cable,56,274,12.5
2026-02-04,Gamma Cable,59,215,12.5
2026-02-05,Gamma Cable,53,162,12.5
2026-02-06,Gamma Cable,53,109,12.5
2026-02-07,Gamma Cable,45,64,12.5
2026-02-08,Gamma Cable,44,20,12.5
2026-02-09,Gamma Cable,53,330,12.5
2026-02-10,Gamma Cable,53,277,12.5
2026-02-11,Gamma Cable,66,211,12.5
2026-02-12,Gamma Cable,59,152,12.5
2026-02-13,Gamma Cable,49,103,12.5
2026-02-14,Gamma Cable,218,0,12.5
2026-02-15,Gamma Cable,38,0,12.5
2026-02-16,Gamma Cable,57,330,12.5
2026-02-17,Gamma Cable,56,274,12.5
2026-02-18,Gamma Cable,57,217,12.5
2026-02-19,Gamma Cable,51,166,12.5
2026-02-20,Gamma Cable,56,110,12.5
2026-02-21,Gamma Cable,48,62,12.5
2026-02-22,Gamma Cable,43,19,12.5
2026-02-23,Gamma Cable,53,330,12.5
2026-02-24,Gamma Cable,59,271,12.5
2026-02-25,Gamma Cable,58,213,12.5
2026-02-26,Gamma Cable,59,154,12.5
2026-02-27,Gamma Cable,54,100,12.5
2026-02-28,Gamma Cable,43,57,12.5
2026-03-01,Gamma Cable,39,18,12.5
2026-03-02,Gamma Cable,63,330,12.5
2026-03-03,Gamma Cable,55,275,12.5
2026-03-04,Gamma Cable,59,216,12.5
2026-03-05,Gamma Cable,58,158,12.5
2026-03-06,Gamma Cable,49,109,12.5
2026-03-07,Gamma Cable,45,64,12.5
2026-03-08,Gamma Cable,42,22,12.5
2026-03-09,Gamma Cable,65,330,12.5
2026-03-10,Gamma Cable,56,274,12.5
2026-03-11,Gamma Cable,67,207,12.5
2026-03-12,Gamma Cable,60,147,12.5
2026-03-13,Gamma Cable,49,98,12.5
2026-03-14,Gamma Cable,45,53,12.5
2026-03-15,Gamma Cable,43,10,12.5
2026-03-16,Gamma Cable,61,330,12.5
2026-03-17,Gamma Cable,53,277,12.5
2026-03-18,Gamma Cable,62,215,12.5
2026-03-19,Gamma Cable,58,157,12.5
2026-03-20,Gamma Cable,57,100,12.5
2026-03-21,Gamma Cable,42,58,12.5
2026-03-22,Gamma Cable,44,14,12.5
2026-03-23,Gamma Cable,59,330,12.5
2026-03-24,Gamma Cable,57,273,12.5
2026-03-25,Gamma Cable,62,211,12.5
2026-03-26,Gamma Cable,59,152,12.5
2026-03-27,Gamma Cable,54,98,12.5
2026-03-28,Gamma Cable,46,52,12.5
2026-03-29,Gamma Cable,43,9,12.5
2026-03-30,Gamma Cable,62,330,12.5
2026-03-31,Gamma Cable,61,269,12.5
2026-04-01,Gamma Cable,66,203,12.5
2026-04-02,Gamma Cable,60,143,12.5
2026-04-03,Gamma Cable,50,93,12.5
2026-04-04,Gamma Cable,43,50,12.5
2026-04-05,Gamma Cable,42,8,12.5
2026-04-06,Gamma Cable,61,330,12.5
2026-04-07,Gamma Cable,54,276,12.5
2026-04-08,Gamma Cable,58,218,12.5
2026-04-09,Gamma Cable,61,157,12.5
2026-04-10,Gamma Cable,48,109,12.5
2026-04-11,Gamma Cable,40,69,12.5
2026-04-12,Gamma Cable,42,27,12.5
2026-04-13,Gamma Cable,64,330,12.5
2026-04-14,Gamma Cable,60,270,12.5
2026-04-15,Gamma Cable,67,203,12.5
2026-04-16,Gamma Cable,62,141,12.5
2026-04-17,Gamma Cable,49,92,12.5
2026-04-18,Gamma Cable,47,45,12.5
2026-04-19,Gamma Cable,41,4,12.5
2026-04-20,Gamma Cable,62,330,12.5
2026-04-21,Gamma Cable,63,267,12.5
2026-04-22,Gamma Cable,58,209,12.5
2026-04-23,Gamma Cable,52,157,12.5
2026-04-24,Gamma Cable,58,99,12.5
2026-04-25,Gamma Cable,40,59,12.5
2026-04-26,Gamma Cable,46,13,12.5
2026-04-27,Gamma Cable,63,330,12.5
2026-04-28,Gamma Cable,63,267,12.5
2026-04-29,Gamma Cable,67,200,12.5
2026-04-30,Gamma Cable,64,136,12.5
2026-05-01,Gamma Cable,56,80,12.5
2026-05-02,Gamma Cable,43,37,12.5
2026-05-03,Gamma Cable,44,0,12.5
2026-05-04,Gamma Cable,51,330,12.5
2026-05-05,Gamma Cable,60,270,12.5
2026-05-06,Gamma Cable,60,210,12.5
2026-05-07,Gamma Cable,60,150,12.5
2026-05-08,Gamma Cable,54,96,12.5
2026-05-09,Gamma Cable,45,51,12.5
2026-05-10,Gamma Cable,44,7,12.5
2026-05-11,Gamma Cable,64,330,12.5
2026-05-12,Gamma Cable,54,276,12.5
2026-05-13,Gamma Cable,57,219,12.5
2026-05-14,Gamma Cable,51,168,12.5
2026-05-15,Gamma Cable,57,111,12.5
2026-05-16,Gamma Cable,45,66,12.5
2026-05-17,Gamma Cable,45,21,12.5
2026-05-18,Gamma Cable,54,330,12.5
2026-05-19,Gamma Cable,53,277,12.5
2026-05-20,Gamma Cable,65,212,12.5
2026-05-21,Gamma Cable,63,149,12.5
2026-05-22,Gamma Cable,50,99,12.5
2026-05-23,Gamma Cable,43,56,12.5
2026-05-24,Gamma Cable,38,18,12.5
2026-05-25,Gamma Cable,64,330,12.5
2026-05-26,Gamma Cable,57,273,12.5
2026-05-27,Gamma Cable,60,213,12.5
2026-05-28,Gamma Cable,52,161,12.5
2026-05-29,Gamma Cable,57,104,12.5
2026-05-30,Gamma Cable,40,64,12.5
2026-05-31,Gamma Cable,41,23,12.5
2026-06-01,Gamma Cable,60,330,12.5
2026-06-02,Gamma Cable,63,267,12.5
2026-06-03,Gamma Cable,67,200,12.5
2026-06-04,Gamma Cable,57,143,12.5
2026-06-05,Gamma Cable,55,88,12.5
2026-06-06,Gamma Cable,40,48,12.5
2026-06-07,Gamma Cable,40,8,12.5
2026-06-08,Gamma Cable,52,330,12.5
2026-06-09,Gamma Cable,59,271,12.5
2026-06-10,Gamma Cable,59,212,12.5
2026-06-11,Gamma Cable,64,148,12.5
2026-06-12,Gamma Cable,46,102,12.5
2026-06-13,Gamma Cable,43,59,12.5
2026-06-14,Gamma Cable,41,18,12.5
2026-06-15,Gamma Cable,64,330,12.5
2026-06-16,Gamma Cable,64,266,12.5
2026-06-17,Gamma Cable,55,211,12.5
2026-06-18,Gamma Cable,60,151,12.5
2026-06-19,Gamma Cable,53,98,12.5
2026-06-20,Gamma Cable,49,49,12.5
2026-06-21,Gamma Cable,40,9,12.5
2026-06-22,Gamma Cable,56,330,12.5
2026-06-23,Gamma Cable,55,275,12.5
2026-06-24,Gamma Cable,55,220,12.5
2026-06-25,Gamma Cable,63,157,12.5
2026-06-26,Gamma Cable,52,105,12.5
2026-06-27,Gamma Cable,46,59,12.5
2026-06-28,Gamma Cable,43,16,12.5
2026-06-29,Gamma Cable,59,330,12.5
2026-06-30,Gamma Cable,53,277,12.5
2026-07-01,Gamma Cable,65,212,12.5
2026-07-02,Gamma Cable,54,158,12.5
2026-07-03,Gamma Cable,48,110,12.5
2026-07-04,Gamma Cable,45,65,12.5
2026-07-05,Gamma Cable,37,28,12.5
2026-07-06,Gamma Cable,61,330,12.5
2026-07-07,Gamma Cable,55,275,12.5
2026-07-08,Gamma Cable,56,219,12.5
2026-07-09,Gamma Cable,63,156,12.5
2026-07-10,Gamma Cable,50,106,12.5
2026-07-11,Gamma Cable,40,66,12.5
2026-07-12,Gamma Cable,45,21,12.5
2026-07-13,Gamma Cable,51,330,12.5
2026-07-14,Gamma Cable,65,265,12.5
2026-07-15,Gamma Cable,55,210,12.5
2026-07-16,Gamma Cable,53,157,12.5
2026-07-17,Gamma Cable,49,108,12.5
2026-07-18,Gamma Cable,41,67,12.5
2026-07-19,Gamma Cable,43,24,12.5
2026-07-20,Gamma Cable,51,330,12.5
2026-07-21,Gamma Cable,52,278,12.5
2026-07-22,Gamma Cable,65,213,12.5
2026-07-23,Gamma Cable,54,159,12.5
2026-07-24,Gamma Cable,50,109,12.5
2026-07-25,Gamma Cable,41,68,12.5
2026-07-26,Gamma Cable,37,31,12.5
2026-07-27,Gamma Cable,61,330,12.5
2026-07-28,Gamma Cable,60,270,12.5
2026-07-29,Gamma Cable,64,206,12.5
2026-07-30,Gamma Cable,57,149,12.5
2026-07-31,Gamma Cable,56,93,12.5
2026-08-01,Gamma Cable,44,49,12.5
2026-08-02,Gamma Cable,37,12,12.5
2026-08-03,Gamma Cable,58,330,12.5
2026-08-04,Gamma Cable,66,264,12.5
2026-08-05,Gamma Cable,54,210,12.5
2026-08-06,Gamma Cable,62,148,12.5
2026-08-07,Gamma Cable,57,91,12.5
2026-08-08,Gamma Cable,44,47,12.5
2026-08-09,Gamma Cable,41,6,12.5
2026-08-10,Gamma Cable,64,330,12.5
2026-08-11,Gamma Cable,53,277,12.5
2026-08-12,Gamma Cable,60,217,12.5
2026-08-13,Gamma Cable,56,161,12.5
2026-08-14,Gamma Cable,55,106,12.5
2026-08-15,Gamma Cable,44,62,12.5
2026-08-16,Gamma Cable,45,17,12.5
2026-08-17,Gamma Cable,52,330,12.5
2026-08-18,Gamma Cable,53,277,12.5
2026-08-19,Gamma Cable,62,215,12.5
2026-08-20,Gamma Cable,52,163,12.5
2026-08-21,Gamma Cable,49,114,12.5
2026-08-22,Gamma Cable,45,69,12.5
2026-08-23,Gamma Cable,42,27,12.5
2026-08-24,Gamma Cable,55,330,12.5
2026-08-25,Gamma Cable,66,264,12.5
2026-08-26,Gamma Cable,61,203,12.5
2026-08-27,Gamma Cable,57,146,12.5
2026-08-28,Gamma Cable,54,92,12.5
2026-08-29,Gamma Cable,40,52,12.5
2026-08-30,Gamma Cable,43,9,12.5
2026-08-31,Gamma Cable,63,330,12.5
2026-09-01,Gamma Cable,62,268,12.5
2026-09-02,Gamma Cable,64,204,12.5
2026-09-03,Gamma Cable,61,143,12.5
2026-09-04,Gamma Cable,49,94,12.5
2026-09-05,Gamma Cable,43,51,12.5
2026-09-06,Gamma Cable,39,12,12.5
2026-09-07,Gamma Cable,56,330,12.5
2026-09-08,Gamma Cable,59,271,12.5
2026-09-09,Gamma Cable,59,212,12.5
2026-09-10,Gamma Cable,52,160,12.5
2026-09-11,Gamma Cable,51,109,12.5
2026-09-12,Gamma Cable,46,63,12.5
2026-09-13,Gamma Cable,40,23,12.5
2026-09-14,Gamma Cable,53,330,12.5
2026-09-15,Gamma Cable,65,265,12.5
2026-09-16,Gamma Cable,54,211,12.5
